Serial_ID,Brand_Info,Ingredients_List
194,( Imalava N C E 9 3 0 Purifying Neem Face Wash,"7৮9 449৬ 441 00 00 এলএফ , জেইউ. এলএফ এফআই এসটি এফতার পিণল ঘট১ গ্রামে রয়েছে নির্যাস নিম্বা (অ্যাযাডিরাক্টা ইন্ডিকা) 09 99 09 মিগ্না , হরিদ্রা (কারকিউমা লঙ্গা) আরজেড. ১০ মিগ্রা রেফারেন্স ভব প্রকাশ দন্যান্য উপাদান ফেনোক্সিথানল, সিতই ১৯১৪০ সিআই ৪২০৯০ 9 39)"
195,Glowe lovelyy TM DVAINCIEID ULT VI1MIIIIN,"উপাদানসমূহ পানি পালমিটিক এসিড ও 9 স্টিয়ারিক এসিড নিয়াসিনামাইড হাইড্রোক্সিস্টিয়ারিক এসিড গ্লিসারিন 9 ডাইমোথকোন ইথাইলহেক্সিল 9 মিথক্সিসিনামেট বিউটাইল মেথক্সিডাইবেনজাইল মিথেন , টাইটেনিয়াম 9 ডাইতাক্সাইড সোডিয়াম অ্যাসকরবাইল ফসফেট আইসোপ্রোপাইল মাইরিস্টেট টকোফেরিল এ্যাসিটেট অ্যালানটয়েন 9 পাইরিডক্সিন হাইড্রোক্লোরাইড সিটাইল অ্যালকোহল টাইটেনিযাম ডাইঅক্সাইড 9 এবং অ্যালুমিনিয়াম হাইড্রোক্সাইড এবং ফেনোক্সিইথানল, মিথাইল প্যারাবেন, 9) 9 প্রোপাইল প্যারাবেন, পটাসিয়াম 9 হাইড্রোক্সাইড ডাইসোডিয়াম ইডিটিএ , 9 9 পারফিউম আলফা-আইসোমিথাইল 9 আয়োনোন 9 বেনজাইল স্যালিসাইটেট সিট্রোনেলল , 9 জিরানিয়ল , ) হেক্সাইল সিনামাল, কিউমারিন, 9 9 সিনামাইল অ্যালকোহল লিমোনিন, 9 লিনালল 9 4"
196,(R Imalava N C 9 3 0 Natural প 0 ),"উপাদান সমূহ অ্যাকুয়া, স্টিয়ারক অ্যাসিড ইথিলহেক্সিল 9 মেথোক্সিসিনামেট, ) গ্লিসারিন, আইসোপ্রোপিল মিরিস্টেট, 9 নিয়াসিনামাইড, ফেনোক্সিইথানল, 9 ফ্র্যাগ্রেন্স, পটাশিয়াম হাইড্রোক্সাইড, সিটিল অ্যালকোহল, কোকো-ক্যাপ্রিলেট ক্যাপ্রেট, 9 বিউটাইল মেথোক্সিডাইবেনজয়েলমিথেন, ক্রোকাস স্যাটিভাস ফ্লাওয়ার এক্সট্যাক্ট, অ্যাক্রিলেটস সি১০-৩০ 9 অ্যালকাইল অ্যাক্রিলেট ক্রসপলিমার, টাইটেনিয়াম ডাইতক্সাইড, 9 ইথিলহেক্সিলগ্লিসারিন, ক্যাপ্রিলিক ক্যাপ্রিক ট্রাইগ্লিসারাইড, ডাইসোডিয়াম ইডিটিএ, 9 টোকোফেরিল অ্যাসিটেট, মেডিকাগো স্যাটিভা (আলফালফা) এক্সট্র্যাক্ট 9 পলিহাইড্রোক্সিস্টিয়়ারিক অ্যাসিড, অ্যালুমিনা, সিআই ১৫৯৮৫"
197,PONDS SKI N I N S T T U T E VANISHING CREAM TM oil-control system,"উপাদানসমৃহ পলিইথিলিন গ্লাইকন, ভিটামিন বি৩, ডাইমেথিকোন, মিথাইল প্যারাবেন, প্রোপাইল প্যারাবেন, ডাইসোডিয়াম ইডিটিএ, ট্রাইডিসাইল স্যালিসাইলেট, ) স্টিয়ারিক এসিড পারফিউম অকয়া"
198,PONDS K I N I N T T U T E BRICHT BEAUTY,"উপাদানসমূহ মাইরিস্টিক এসিড গ্লিসারন, পানি, প্রোপালন গ্লাইকল, পটাসিয়াম হাইড্রোক্সাইড স্টিয়ারিক এসিড, লরিক এসিড গ্লাইকল ডাইস্টিয়ারেট, ডিসাইল গ্রুকোসাইড পালমিটিক এসিড হাইড্রবক্সিস্টিয়়ারিক এসিড, গ্রিসারেল স্টিয়ারেট, প্রিজারভেটিভ মেনথল ডাইসোডিয়াম ইডিটিএ, 9 পলিকোয়াটারনিযাম-৭, নায়াসিনামাইড, সোডিয়াম বেনজয়েট ) সুগন্ধি, বেনজাইল অ্যালকোহল, বেনজাইল স্যালিসাইলেট সিট্রোনেলল, হেক্সিল সিনামাল, লিমোনিন, লিনালল"
199,PONDS PORMULATED BY THE PONDS INSTITUTE New Improved Formula DAILY TM FACE WASH,"উপাদানসমূহ পানি সোডিয়াম লরেথ কোকামিডোপ্রোপাইল বিটেইন গ্লিসারিন যক্রিকেট কোপলিমার, কোকামাইড মনোইথানলামিন সোডিয়াম ক্লোরাইড বিউটাইল হাইড্রোক্সিটোলুইন সোডিয়াম ইদ্রবসাইড় ডাইসোডিয়াম ইডিটিএ পিপিজি নিয়াসিনামাইত সাইটিক ত্যাসিড বেনজোফেনন, সুগন্ধি মেনথল পেপরমন্ট লিফ এক্সট্রাষ্ট কালার"
200,PONDS S K 1 N N S T T U T E OILCONTROL,"উপাদানসমৃহঃ পানি, সোডিয়াম লরেথ সালফেট, 9 গ্লিসারিন, লরিল গ্ুকোসাইড 9 ত্যাক্রিলেট কোপলিমার, কোকামিডোপ্রোপাইল বিটেইন, সোডিয়াম কোকোয়েন গ্লাইসিনেট ) সোডিয়াম ক্লোরাইড বিআইএস-পিইজি-১৮, মিথাইল ইথার ডাইমিথাইল সিলেন, বিএইচটি, সুগন্ধি, সোডিয়াম হাইড্রবাইঢ প্রিজাবতেটিত , ডাইসোডিয়াম ইডিটিএ, বেনজোফেনন-৩, পলিসরবেট ১০ বেনজাইল স্যালিসাইলেট) স্যালিসিলিক এসিড 9 লিনালল, জিঙ্ক পিসিং হইদ্েটেড সিলিকা অ্যান্ড সিতাই 98১৬০. সিতাই ৪9০০৫, সিতাই৪২০৯০"
201,90) 43 স 17 1 43 ( ঘ6 1 0 1 BRICHT MIRACLE,"উপাদানসমূতঃ মাইরিস্টিক এসিড ( গ্লিসারিন পানি প্রোপিলিন গ্লাইকল, পটাসিয়াম হাইড্রোক্সাইড স্টিয়ারিক এসিড লরিক এসিড গ্লাইকল ডাইস্টিয়ারেট 9 ডিসাইল গ্রুকোসাইড গ্লিসারেল স্টিয়ারেট সুগন্ধি পলিকোয়াটারনিয়াম- ৭ ডাইসোডিয়াম ইডিটিএ 9 কার্বন, বিউটিলিন গ্লাইকল, প্রিজারভেটিভ, চারকোল পাউডার, নায়াসিনামাইড সোডিয়াম বেনজয়েট"
202,4 ) V13 FORMULATES 387 THE PO 117 7 U76 NOURISHING FACIAL SCRUB,"উপীদানসমূক্ষ সৌডিয়াম লরেথসসালফেট 9. পানি সিএপিবি, ভিটামিন ই অ্যাসিটেট, 9 অ্যাসকরবিল পালমিটেট অ্যান্ড জোজোবী বিড়স, প্রিজারভেটিভ, ডাইসোডিয়াম ইডিটিএ, সিআই ১৪৭০০, সিতাই ১৯১৪০, অ্যাকুয়া"
203,B0DV WASH MAGICAL ORCHID,"উপাদানসমূহঃ অ্যাকুয়া , এসএলইএস, গ্লিসারিন সিএপিবি সোডিয়াম পারফিউম, সোডিয়াম বেনজয়েট বেমজোফেনন-৪ কোরাইড টেট্রাসোডিয়াম ইডিটিএ, পিইজি-৪০ হাইড্রোজেনেটেড ক্যিস্টর অয়েল সোডিয়াম হাইড্রক্সাইড, পিপিজি-৯ সেরিসিন, প্রুনাস অতামিগস্থালাস সডোালসিসূ (সুইট আমন্ড) অয়েল বোজা গ্যালিকা ফ্াওয়ার একাট্যাক্ট , সিম্বোপোগোন মারটিনি অয়েল জ্যাসমিনাম অফিসিনালে (জেসমিন) ফ্লাওয়ার একসট্র্যাক নিলামবিয়াম স্পেসিওসাম ফ্লাওয়ার অয়েল মেনথা আরভেনসিস লিফ অয়েল পটাসিয়াম সরবেট, প্রুনাস আরমিনিয়াকা (অ্যাপ্রিকট) কার্নেল অয়েল হিলিঅ্যান্থস অ্যানিউয়াস (সানফ্লাওয়ার) ফ্লাওয়ার একসট্র্যাক্ট অ্যালো বারবাডেনসিস লিফজুস ল্যাভানডুলা আঙ্গাস্টফলিয়া (ল্যাভেন্ডার) ফ্লাওয়ার লিফস্টেম এক্সট্র্যাক্ট ক্যামেলিয়া সিনেনসিস লিফ একাট্র্যাক্ট, সিমন্ডসিয়া চিনেসিস (জোজোবা) সিড অয়েল নিলামবো নুসিফেরা লিফ একসট্র্যাকট সিট্রাস অরানটিয়াম ডালসিস (অরেঞ্জ) ফ্লাওয়ার অয়েল, হানি, আলফা-আইসোমিথাইল আইওনিন বেনজাইল স্যালিসাইলেট, সিনামাল অ্যালকোহল, সিট্রোনেলল কুমারিন হেক্সল সিনামাল হাইড্রোক্সিসিট্রোনেলাল, লিমোনিন লিনালল, কালার"
204,4 B 0 DVY WASH BRIGHTENING VITAMIN,"উপাদানসমূহ পানি সোডিয়াম লরেথ গ্লিসারিন কোকামিডোপ্রোপাইল বিটেইন 47 সোডিয়াম ক্লোরাইও পারফিউম সোডিয়াম বেনজয়েট সাইট্রিক অ্যাসিড বেগজোফেনন-৪, টেট্রাসোডিয়াম ইডিটিএ, পিইজি-৪০, হাইড্রোজেনেটেড ক্য়াস্টর অয়েল ট্রাইডেসেথ-৯ পিপিজি- , প্রুনাস আরমিনিয়াকা (অ্যাপ্রিকট) কার্নেল অয়েল, সোডিয়াম অ্যাসকরবিল ফসফেট হিলিঅ্যান্থাস অ্যানিউয়াস (সানফ্লাওয়ার) ফ্লাওয়ার এক্সট্র্যাক্ট, ল্যাভানডুলা আঙ্গাস্টফলিয়া (ল্যাভেন্ডার) ফ্লাওয়ারলিফস্টেম এক্সট্যাক্ট, 9 ক্যামেলিয়া সিনেনসিস লিফ একসট্র্যাক্ট সেরিসিন রোজা গ্যালিকা ফ্লাওয়ার এক্সট্যাক্ট, জ্যাসমিনাম অফিসিনালে (জেসমিন) ফ্লাওয়ার এক্সট্যাক্ট, 8 প্রুনাস অ্যামিগডালাস ডালসিস (সুইট আমম্ড) অয়েল নিলামবিয়াম স্পেসিওসাম ফ্লাওয়ার অয়েল অ্যালো বারবাডেনসিস লিফ জুস সিমন্ডসিযা চিনেসিস (জোজোবা) সিড অয়েল, নিলামবো নুসিফেরা লিফ একসট্যাক্ট, সিট্রাস অরানটিয়াম ডালসিস (অরেঞ্জ) ফ্লাওয়ার অয়েল হানি, পটাসিয়াম সরবেট সিম্বোপোগোন মারটিনি অয়েল মেনথা 53 আরভেনসিস লিফ অয়েল কালার উতপাদনের তারিখ, মেয়াদ উত্তীণের"
205,B WASH FRESH AL0E,"উপাদানসমূহঃ অ্যাকুয়া, এসএলইএস, গ্লিসারিন সিএপিবি সডিয়াম ক্লোরাইড পারফিউম 0 সোডিয়াম বেনজয়েট, বেনজোকেনন-৪, টেট্রাসোডিয়াম ইডিটিএ, 9 পিইজি-৪০ হাইড্রোজেনেটেড ক্যাস্টর অয়েল ট্রাইডেসেথ- ৯৮ সোডিয়াম হাইড্রক্সাইড, পিপিজি- ৯, প্রুনাস আরমিনিয়াকা (অ্যাপ্রিকট) কার্নেল অয়েল 9 হিলিঅ্যান্থাস অ্যানিউয়াস (সানফ্লাওয়ার) ফ্াওয়ার একসট্র্যাক্ট, ল্যাভানডুলা আঙ্গাস্টফলিয়া (ল্যাভেডার) ফ্লাওযার লিফস্টেম এক্ট্র্যাক্ট, ক্যামেলিয়া সিনেনসিস লিফ একট্র্যাকট সেরিসিন, রোজা গ্যালিকা ফ্লাওয়ার এক্সট্র্যাক্ট, জ্যাসমিনাম অফিসিনালে (জেসমিন) ফ্লাওয়ার একট্যাক্ট প্রুনাস অ্যামিগডালাস ডালসিস (সুইট আমন্ড) অয়েল 7) নিলামবিয়াম স্পেসিওসাম ফ্লাওয়ার অয়েল, অ্যালো বারবাডেনসিস লিফজুস, সিমন্ডসিয়া চিনেসিস (জোজোবা) সিড অয়েল নিলামবো নুসিফেরা লিফ এক্সট্র্যাক্ট, সিট্রাস অরানটিয়াম ডালসিস (অরেঞ্জ) ফ্লাওয়ার অয়েল 4 হানি পটাসিয়াম সরবেট সিম্বোপোগোন মারটিনি অয়েল, মেনথা আরভেনসিস লিফ অয়েল 9 বেনজাইল বেনজয়েট সিট্রাল ( সিট্রোনেলল জেরানিয়ল 9 হেক্কিল সিনামাল হাইড্রোক্সিসিট্রোনেলাল, লিমোনিন, 9 লিনালল, কালার 4 7707 6 457) ত030 উ6 ে4োনিখ 8"
206,4ছ 44 BODY WA H SOFT ROSE FRENCH ROSE ALMOND OIL,"মনসমূহঃ অ্যাকুয়া 4 এসএলইএস, গ্লিসারিন 7 সিএপিবি, ক্রলেটস কোপলিমার 24 পারফিউম 39 সোডিয়াম বেনজয়েট 9 গ কল ডাইস্টিয়ারেট 47 বেনজোফেনন-৪ 4 সিএমইএ, টেট্রাসোডিয়াম ইডিটএ, পিইজি-৪০ হাইড্রোজেনেটেড ক্যাস্টর অয়েল 64 টাইডেসেথ- ১৮ পিপিজি- ৯, সেরিসিন, প্রুনাস অ্যামিগডালাস ডালসিস ছুট আমন্ড) অয়েল রোজা গ্যালিকা এক্সট্র্যাক্ট অফিসিমনাল (জেস্রমিন) স্বাপোগোন মারটিনি অয়েল জ্যাসমিনাম ওয়ার একসট্র্যাকট 47 নিলামবিয়াম স্পেসিওসাম ফ্লাওয়ার অয়েল মেনেথা আরভেনসিস লিফ অয়েল 9 পটাসিয়াম সরবেট, প্রুনাস আরমিনিয়াকা (অ্যাপ্রিকট) কার্নেল অয়েল 4 হিলিঅ্যান্থাস অ্যানিউয়াস (সানফ্লাওয়ার) ফ্লাওয়ার এক্সট্র্যাক্ট 7 অ্যালো বারবাডেনসিস লিফজ্টেম ল্যাভানডুলা আঙ্গাস্টফলিয়া (ল্যাভেম্ভার) ফ্লাওয়ার লিফ একসট্র্যাক্ট ক্যামেলিয়া সিনেনসিস লিফ এক্সট্র্যাক্ট সিমম্ভডসিয়া চিনেসিস জোজোবা) সিড অয়েল নিলামবো নুসিফেরা লিফ এক্সট্যাক্ট, সিট্রাস অরানটিয়াম ডালসিস (অরেঞ্জ) ফ্লাওয়ার অয়েল হানি, আলফা-আইসোমিথাইল আইওনিন বেনজাইল স্যালিসাইলেট 4"
207,Vaseline INTENSIVE CARE Gloca,"ICREDIEMIS Aqua (Vaierl Petrulatuu Clycii Scajc Aud Iyoujuyy Paliiute Glyl Stearate Uiliettione Iligthalulaluing Clyteryl Steardie Iheubrorue Cacu (Coroal SeeuButter UlyuieSyja (Suyueai)Ui Ceyyl Alculul Phenoxyetianul Pauuuu (Frayraiic Mety parabe Mayiesitlu Auijluu Siiaie taruuner Propyluaidue Xaniluuly s Uisouiulu UIA ৬, StearalliiueAMP arajne Butyrusugmuuu Pari(siea) Butter BHT Titalillu Uioxue Benzy Alouhul Benzy Benzuate Gtuuelul Cuudiu Ilery tinnamnal Hydiuxuuunellal Lintunene Linaluul"
208,Vseine 3 য1 HEALTY B RI G T daily ovuoltovwly,"উপাদানসমূহ পানি, 9 আইসোপ্রোপাইল মাইরিস্টেট, স্টিয়ারিক এসিড, মিনারেল অয়েল, গ্লিসারিল স্টিয়ারেট, ইথাইল হেক্সিল মেথক্সিসিনামেইট নিয়াসিনামাইড, গ্লিসারিন 9 ট্রাইইথানলামাইন, ফিনোক্সিথানল, ডাইমেথিকন বিউটাইল মিথক্সিডাইবেনজিলমিথেন, কার্বোমার 9 মিথাইল প্যারাবেন ডাইসোডিয়াম ইডিটিএ, হাইড্রোক্সিস্টিয়ারিক এসিড, প্রোপাইল প্যারাবেন পেট্রোলেটাম 9 টাইটেনিয়াম ডাইঅক্সাইড অ্যান্ড অ্যালুমিনিয়াম হাইড্রকসাইড অ্যান্ড স্টিয়ারিক এসিড, টাইটেনিয়াম ডাইঅক্সাইড অ্যান্ড ডাইমেথিকন সি আই ৭98৯১ অ্যান্ড আইসোপ্রোপাইল টাইটেনিয়াম ট্রাইআইসোস্টিয়ারেট অ্যান্ড ট্রাইথক্সিসিয়ালেথাইল পলিডায়ামেথলসাইলক্সসিয়েথল ডাইমেথিকন ) ইয়োগার্ট পাউডার, পারফিউম"
209,BDDY 4 ৫ BODVLOTION,Iqua Disudium EDTA Glycerine Cetereath-25 GIISSEEPEE-IOOStearate 480101 8911 4 00101 887) 9194) 40n0 AAMUm 0t688 AcrylatesBeheneth-25 Illethacrjiate cross poiymer Prpylene Clycul TUCOCPELL 4087968 TimereAuue ISUUIODY ISDt 0 I UUUDBRTOSIIDXaDE AIACIRIIEE 4M4 ParThenU Hyeluronic Acu 4 Sudium PCA Fragrance 4 UMUIL
210,CAPSE ১ BODVLOTION,407 IISUUIum 2114 4 Laruumer SUUIOUY Hjrstate 4 VaUF Uaurje IngiyCBTiug য BHT Betosteary AlBohu Triciosan Lererean 25 UetylStearjl AlcohulE 0s 20 UimethiCune Fragrance 4 UIILI7 CATTI
211,ACTIVE Sk 7 N BODYLOTION,"Aqua DisotiumEUTA Allantuin Laruomer Sotium ydroxide Catereath25 Cetustearyl Alcohul Cetereath 20 E Cetostearyl Alcohul Stears Acid Light Liquid Parafin, Isupropyl Alcohul Cauric Caprylic Triglycerice Butylated AM UEULAErH Icerate Hyuruxy IUIUELE M90e AAA Uimethicone 92008 UNDI Hydantuill 9 MUUEMTZMIUxart Fragrance UIl"
212,Vseline HEALTHY BRIGHTTM,"INGREDIENTS Water, Isopropyl Myristate, Stearic Acid, 0 Glyceryl Stearate, Mineral Oil, Ethylnexyl Methoxycinnamnate, Glycerin, Niacinamide, Butyl Methoxydibenzoylmethane, Titanium Dioxide 4 Sodium Ascorbyl Phosphate, Tocopheryl Acetate, Glutathione, Cystine, Glycine, Petrolatum, Dimethicone, Carbomer Cetyl Alcohol, Perfume, Trietnanolamine, Potassium Hydroxide Sodium PCA Aluminum Hydroxide, BHT Disodium EDTA, Phenoxyethanol, Methylparaben, Propylparaben"
213,9 40 ) kin 7 EN TM SHOWER GE,"SLES CAPB Vetiver Uil Lavenner Flower Brttact Citrus Exttant Cardamom Seed Extract Harigon Bittact Uamask Rose Bxtta , Bergamot Fruit Extract Handar Peel Extract Huisturizer CIyCe ( Chlorphenesin Perfume Aqvaa 0088"
214,NIYEA ShoverGel Duschgel Gel Douche Waterlily 0i,"Ilugreuients Aquu Sodium Luureth Sulfute) Cocumidopropyl Betuine Decyl Glucoside Purfun Iullunthus Annuus Seed Oil Sodium Ascurbyl Phosphute) Tocopherol) Glycerin, Sodium Chloride CuprjlyllCupryl Glucoside Citric Acid, Cellulose, Cellulose Gum Munnitoly Microcrystulline Celluluse Alyill Sodium Benzoute Benzoic Acid, Cl 77492, C 16035."
215,0 PGrw BODYWASH Anti-Aging Skin-Repairing,"1318142 2 4 9 0 8008080 40 উপাদানসমৃহ অ্যাকোয়া সোডিয়াম লরেথ সালফেট কোকামিডোপরোগাইল বিটেইন, ডিসাইল- ঘ্লুকোসাইড সোডিয়াম সিইজি-৪০ হাইড্রোজেনেটেড ক্যাস্টর আয়েল ক্লোরাইড পলিকোযাটারনিয়াম-৭, ফেনোক্সিইথানল কোকামাইব এমইত্র সিইজি-১৫০ ডাইস্টিয়ারেট সিলিকন কোয়াটারনিয়াম-১৮ আাইডিস্থেথ-৬ ডরিসেথ-৭ ডাইপ্রোপাইলিন গ্লাইকল টেট্রাসোডিয়াম ইডিটিও বেনজোফেনন-৩ মিথাইল হ্লটারিয়া আইসোথিয়াজোলিনোন (এবং) মিখাইলআইসোথিয়াজোলিনোন পেন্টাইলিন গ্লাইকল ফ্ুক্টোজ সাইট্রিক অ্যাসিড সোডিয়াম হাইড্রোহাইড মাল্টোজ সোডিয়াম সিসিও সোডিয়াম ল্যাকটেট ট্রেহালোজ অ্যলাণঢোহন সোডিয়াম হায়ালুরোনেট গ্লুকোজ টোকোফেরিল অ্যাসিটেট সিউনিকা গ্রানাটাম ফ্ুট একসট্র্যাক্ট সিআই ১৬০৩৫, সিআই ১৯১৪০ এবং ফ্রেগেন্সা"
216,0 Gw BODYWASH,উনাদানসমূহ ত্যাকোয়া সোডিয়াম লরিলইখার সালফেট কোকামিডোপরোগাইল বিটেইন গ্লিসারিন ডিসাইল গ্ুকোসাইড পলিকোযাটারনিয়াম-৭ পিইজি-৪০হাইড্রোজেনেটেডক্যাস্টর অযেল সোডিয়াম ক্লোরাইড পেন্টাইলিম গ্লাইকল ফ্রক্টোজ মাল্টোজ সোডিয়াম সিসিও সোডিয়াম ল্যাকটেট টেরেহালোজ অ্যালানটোইন সোডিয়াম হায়ালুরোনেট গ্রুকোজ ফেনোক্ক্িসিইখানল কোকামাইড মনোইখানলঅ্যামিন সিইজি-১৫০ ডাইস্টিয়ারেট কোকো- গুকোসাইড গ্লিসারিল ওলিয়েট টেট্রাসোডিয়াম ইড়িচিও সিলিকন কোয়াটারনিয়াম-১৮ ট্রাইডিসেখ-৬ ডিমেথ-৭ ডাইগোগাইলিন গ্লাইকল সাইট্রিক অ্যাসিড মিতাইলক্লোরোআইসনথিয়াজোলিনোন মিখাইলআইসাখিয়াজোলিনোন টোকোফেরিল অ্যাসিটেট বেনজোফেনন-৩ পাইরাস মালুস (অ্যাপল) ফ্রুট এক্সট্যাক্ট সারফিউম এবং কালাবেন্ট
217,Even-Tone Glow,"anuUsinou lnfmtt Ingredients Acrylates Water Myristic Acid Lauric Acid Potassium Hydroxide Copolymer 1 Iriutnanolamine Palmitic Acid Potassium Chloride Perfume, Cocamidoproryl Betaine Sodium Chloride, Hyoroxystearic Glycerin, Decyl Glucoside, Phenoxyethanol Tita um Dioxide Acid, Piroctone 9 Tetrasodium EDTA BHT Etidronic Acidy Microcrystalline Wax taric Acio Olamine, Potassium 8 Sodium Carbonate 1 Sodium Benzoate) Propylene Glycol Ascorbyl Gallica Flower Phosphate Citric Acid Tocopheryl Acetate Arachidic Acid Sericin Rosa Extracty Custor 0 Prunus Jasminum Officinale (Jasmine) Flower Extract PEG-40 Hydrogenated Potassium Amnygdalus Dulcis Sorbate, (Sweet Almond) Oil, Nelumbiur Speciosumn Flower Oil Cymbopogon Martini Oil Menrina Jryareeic loar 0 c 42090 CI 73360"
218,B8 BLAZEO SKIN NEW YORK SHOWER GEL,"INGREDIENTSN Aquay Sodium Laury Ether Sulfate Cocamido Propyl Betaine Acrylates Copolymie s oon oaeneugn) Decy 4 seommoodoooemrand ternium-7 Pentylene GlycoleFructosey Maftose s iSediurolyqca- Sodium Lactate Trehalose Allantoin Sodium Hyaluronate, Glu- cose Phenozyethanot oogcamide Monoeranoam Glucoside Glyceryl Olea e tnei Coco sfetra Sodium EDTA Benzyl Alcohol Silicone Quaternium-18 rideceth-6, Deceth-7 Dipropylene col Gly Mica Titanium Dioxide Methylchloroisothiazolinone, Methy lisothiazolinone Benzophenon-3 Tocopherol PEG-50 Shea But- ter Perfumerandkeolon"
219,BLAZEOSKIN 4EI YORK SHOWER GEL BERRY ONTOP,IINGEEDIENS Agua Sodiumtaury Eher suifate Cocamido Propyl Berainer Glycerin Decyl Glucoside Polyquaternium 7 Pentylene Glycol Fructosei Maltoser Sodlaim PCE) Soutum Lactate Trehalose Allamtoins Couliiiin agaluronate Clucose Phenoxyethanol CocamineiMvonoethanolaminex Coco Glucoside Glycery Oleate eta Sooitum EBTAS BenzylAlcohol SilRcone Ouaternium 18 Inbecet 6 peceinas pipropylene Glycoly Ttanium Dioxider Merhvichloroisotniazollnone aMethylisothiazolinone Benzophe nonz3 1 Tocopherol PEG 50 shea Butier Pertume and color
220,TI BLAZEOSKIN NEW YORK SHOWER GEL BELLA CIAO,"ফ Aqua Sodium Lauryl Ether Sulfate) Cocamido Propyl Betaine, Glycerin Decyl Glucosider Polyquate- Acrylates Copolymer Fructosei Maltosei Sodium PCA rnium-7, Pentylene Glycol Lactater Trehalosei Allantoini Sodium Hyaluronate Sodium Glucose, Phenoxyethanol, Cocamide Monoethanolamine) Coco- Glucoside, Glyceryl Oleate Tetra Sodium EDTA, Benzyl Alcohol, Silicone Quaternium-18, Trideceth-6, Deceth-7 Dipropylene Gly col, Mica, Titanium Dioxider Methylchloroisothiazolinone, Methy- lisothiazolinone Benzophenon-3, Tocopherol) PEG-50 Shea But- ter Perfume and Colori"
221,( Imalaxa N C E 9 3 0 BRICHTENINC,"উপাদান অ্যাকুয়া, অ্যামোনিযাম লরিল সলফেট, সরাবটল, কোকামডোপ্রোপাহল বিটেইন, পিইজি-৭ গ্রিসারিল কোকোয়েট 9 গ্লিসারিল, অ্যাক্রিলেটস সি১০-৩০ অ্যালকাইল অ্যাক্রিলেট ক্রসপোলিমীর সোডিয়াম কোকোইল গ্লিসাইনেট 9 ফ্র্যাগ্রেন , ভ্যাক্সিনিয়াম অ্যাঙ্গাসটিফোলিয়াম (বুবেরি) ফুট একসট্যাক্ট 9 সোডিয়াম বেনজোয়েট ফেনক্সিথানল, পলিসোরবেট ২০, মাইক্রোক্রিস্টালিন সেলুলোজ 9 টাইটেনিয়াম ডাইতাক্সাইড সোডিয়াম হাইড্রোক্সাইড, স্যালিসিলিক এসিদ মেনথল নিয়াসিনামাইড সাইট্রিক এসিড এসকোরবিল গূুকোসাইড 9 ডাইসোডিয়াম ইডিটিএ গুয়ার ক্লরাইদ 9 সোডিয়াম মেটাবাইসালফাইট বেনজোফেনন-৪, পিইজি-৪৫এম, এমরিবা 09"
222,TM segpu 1 30 7 01,"দদনহেত্যাকোয়া, সোডিয়াম লরেথ কোকামিডোপ্রোপাইল বিটেন দগডিয়েথনল অ্যামাইড কার্বোমার, দঙিখ হটইডোকসাইড, স্যালিসিলিক অ্যাসিড .ট4, আ্যালানটোইন অ্যালোভেরা নির্যাস 88 80 হইড্োজেনেটেড ক্যাস্টর অয়েল DWII ডিএমডিওম হাইডানটোইন কালাব সগধিতেল"
223,ম9 4 DERIVEP sgrby ( 114 প,Our milk facewashcontainslactic a0 which isanalphahydroxyacid AHA ingradient especially popular inanti aging face cleanser helps remOVe dead skin celsand stimulatesneW cell
224,14 0 19 NEEM PUIRIFYING FACE WASH,"In Tredients Aqua, Neem Disodium EDTA Glyc rin, Propylene Glycol, Sodium Lauryl Ether Sulfate Cocamidopropyl Betaine, Cocodiethanolamide, PEG-150 Distearate Salicylic Acid, Sodium PCA, DMDM Hydantoln Triethanolamine Sodium Chloride, Color Parfum 7"
225,LAVINO 13 MILK BRIGHTENING FACE WASH,"Ingredients Aqua, Lactic Acid, Disodium EDTA Glycerin, 0 Potassium Hydroxide Lauric Acid, Myristic Acid, Stearic Acid, Glyceryl Stearate Acrylates Copolymer, Sodium Lauryl Ether Sulfate Sodium Cocoyl Glycinate Cocamidopropyl Betaine Sodium PCA DMDM Hydantoin Parrum"
226,Purifying Neem Face Wash,"4 9)9 %% 0 পরতি ১ এমে শয়েছেঃ নির্বাসঃ লিমা (ভ্যাবাডি়াষ্টা ইডিতা) এলএত জেইউ এলএদ এশগাইও এসটি , এসোয় পিএল. ১০০ এিগো হক্দিদা (শরকিউয়া দঙ্গা) ভাম্বজেড ১০ দিগ্া শেফাব্বেপঃ ডবপ্রকাশ সন্যান্য উপাদানঃফেনসিথালপ, সিঙাই ১৯৯৪০ 0 সিভাই ৪২০৯০"
227,TM M A 9 TRUE HERBS Anti Pimple NEEM Facewash,"খুল উপাদানসমূহ নয়া আলোভেরা হলুদ মুলেথি সাইট্রাস লরাইল পিল, নিয়াসিনামাইড 1) অ্যামোনিয়াম সালফেট 9 সৌড়িয়াম কোকাইল গ্লুটামেট 9 পলিকোয়াটারনিয়াম-১০, কোকামিডোপরোপাইল শিত্াই বিটেইন, ফেনোক্সিইথানল অ্যান্ড ইথাইলহেক্সাইল গ্লিসারিন ৪২০৯০ এবং সিআই ১৯১৪০"
